sample_id,domain,ground_truth,phase7_response,p1_score,retrieval_status,retrieval_failure_type,nli_status,nli_failure_type,evidence_quality,diagnosis
new_0536,News,1,"Yes, stock markets in many countries are subject to regulation by various government bodies and financial authorities. T",0.4993,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0537,News,0,Climate summits discuss a wide range of topics related to the environment and climate change. They aim to bring together,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0538,News,1,"Yes, the United Nations (UN) is still active and continues to play a crucial role in international affairs, peacekeeping",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0539,News,0,"Central banks change interest rates to control the money supply in an economy and influence economic growth, inflation, ",0.4998,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0540,News,1,"Yes, stock markets are regulated to ensure that the trading and trading practices are fair, transparent, and secure for ",0.4295,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0541,News,0,"Climate summits discuss global issues related to climate change and its impact on the environment, economy, and society.",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0542,News,1,"Yes, the United Nations (UN) is still actively engaged in its activities. It continues to serve as a major global organi",0.3882,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0543,News,0,Central banks change interest rates to influence the money supply and the economy. These changes can help stabilize infl,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0544,News,1,"Yes, stock markets are regulated to ensure their functioning is transparent and fair, protect investors, and maintain ma",0.4137,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0545,News,0,"Climate summits discuss various issues related to the planet's climate and weather patterns. These topics include:

1. *",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0546,News,1,"Yes, the United Nations (UN) is still active and ongoing. It was established on January 24, 1945, to maintain internatio",0.5354,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0547,News,0,Central banks change interest rates as part of their monetary policy to influence the amount of money in circulation and,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0548,News,1,"Yes, stock markets are generally regulated to protect investors and maintain the stability of the financial system. Regu",0.3986,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0549,News,0,Climate summits are important gatherings of experts and policymakers to address global issues related to climate change ,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0550,News,1,"Yes, the United Nations (UN) remains active and continues to serve as an important global organization dedicated to prom",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0551,Mathematics,0,"The derivative of \(x^2\) with respect to \(x\) can be found using the power rule, which states that if \(f(x) = x^n\), ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0552,Mathematics,1,"Euler's number, denoted as \( e \), is a mathematical constant that appears in various areas of mathematics and physics.",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0553,Mathematics,0,The sum of angles in any triangle is always 180 degrees. This is a fundamental geometric property that can be proven usi,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0554,Mathematics,1,"Not necessarily. Some prime numbers are odd. For example, the prime number 3 is an odd prime number because it can only ",0.2365,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0555,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) can be found using basic calculus rules. The power rule states that if y,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0556,Mathematics,1,"No, Euler's number, denoted as e, is irrational. This means it cannot be expressed as a ratio of two integers and its de",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0557,Mathematics,0,"The sum of the interior angles in any triangle is always 180 degrees.

Here's the Python code using sympy to confirm thi",0.5006,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
mat_0558,Mathematics,1,"No, not all prime numbers are even. Prime numbers greater than 2 are always odd. This is because any number divisible by",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0559,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) is given by the power rule of differentiation. The power rule states tha,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0560,Mathematics,1,Euler's number (e) is an irrational number. This means it cannot be expressed as a fraction of two integers. The decimal,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0561,Mathematics,0,The sum of the angles in any triangle is always 180 degrees. This is a fundamental property of triangles and can be prov,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0562,Mathematics,1,"No, not all prime numbers are even. A prime number is defined as a natural number greater than 1 that has no positive di",0.3203,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0563,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) can be found using the power rule of differentiation. The power rule sta,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0564,Mathematics,1,"No, Euler's number (e) is irrational. An irrational number cannot be expressed as a ratio of two integers. It can be sho",0.7215,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0565,Mathematics,0,The sum of angles in any triangle is always \(180^\circ\). This is a fundamental property of triangles and can be proven,0.4975,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0566,Mathematics,1,"No, not all prime numbers are even. A prime number is defined as a natural number greater than 1 that has no positive di",0.3641,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
mat_0567,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) is given by the power rule of differentiation. The power rule states tha,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0568,Mathematics,1,"Euler's number, denoted as \( e \), is an irrational number. To prove that \( e \) is irrational, we can use a proof by ",0.6927,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0569,Mathematics,0,The sum of angles in any triangle is always \(180^\circ\). This property is fundamental in Euclidean geometry and can be,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0570,Mathematics,1,"No, not all prime numbers are even. A prime number is a natural number greater than 1 that has no positive divisors othe",0.3086,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0571,Mathematics,0,"The derivative of \(x^2\) with respect to \(x\) can be found using the power rule of differentiation, which states that ",0.1807,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0572,Mathematics,1,"To determine whether Euler's number \( e \) is rational or irrational, we can use the fact that it can be expressed in t",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0573,Mathematics,0,The sum of the angles in any triangle is always \(180^\circ\). This is a fundamental geometric fact that applies to all ,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0574,Mathematics,1,"No, not all prime numbers are even. Prime numbers are natural numbers greater than 1 that have no positive divisors othe",0.2126,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0575,Mathematics,0,"To find the derivative of \(x^2\), we can use the power rule of differentiation. The power rule states that if \(f(x) = ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0576,Mathematics,1,"Euler's number, denoted as \( e \), is an irrational number. This means it cannot be expressed as a ratio of two integer",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0577,Mathematics,0,"The sum of angles in a triangle is always \(180^\circ\). This is a fundamental property of triangles, and it can be prov",0.4991,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0578,Mathematics,1,"No, not all prime numbers are even. Prime numbers are natural numbers greater than 1 that have no positive divisors othe",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0579,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) can be found using the power rule of differentiation. The power rule sta,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0580,Mathematics,1,"Euler's number (e) is an irrational number. To understand why, we can use the fact that any number raised to a power gre",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0581,Mathematics,0,The sum of angles in any triangle is always 180 degrees.,0.0216,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0582,Mathematics,1,"No, not all prime numbers are even. A prime number is a natural number greater than 1 that has no positive divisors othe",0.3812,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
mat_0583,Mathematics,0,"To find the derivative of \(x^2\), we can use the power rule. The power rule states that if \(f(x) = ax^n\), then \(f'(x",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0584,Mathematics,1,"Euler's number, denoted as \( e \), is an irrational number. To see why, we can use the fact that any non-terminating an",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0585,Mathematics,0,The sum of the angles in any triangle is always \(180^\circ\). This is a fundamental property of triangles and can be pr,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0586,Mathematics,1,"No, not all prime numbers are even. Prime numbers are integers greater than 1 that have no positive divisors other than ",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0587,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) is given by the power rule. The power rule states that if you have a fun,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0588,Mathematics,1,"No, Euler's number (e) is irrational.",0.9514,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0589,Mathematics,0,"The sum of the angles in any triangle is always 180 degrees.

Here's a simple Python code snippet to demonstrate this:

",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0590,Mathematics,1,"No, not all prime numbers are even. Prime numbers are natural numbers greater than 1 that have no positive divisors othe",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0591,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) is given by the power rule of differentiation. The power rule states tha,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0592,Mathematics,1,"To determine if Euler's number \( e \) is rational, we need to analyze the properties of \( e \). Euler's number is defi",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0593,Mathematics,0,The sum of the angles in any triangle is always \(180^\circ\). This is a fundamental geometric property that applies to ,0.5023,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
mat_0594,Mathematics,1,"No, not all prime numbers are even. Prime numbers are defined as natural numbers greater than 1 that have no positive di",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0595,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) is given by \(\frac{d}{dx}(x^2) = 2x\).,0.1037,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0596,Mathematics,1,"No, Euler's number \( e \) is irrational. It is an irrational number because it cannot be expressed as a ratio of two in",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0597,Mathematics,0,The sum of the interior angles in any triangle is always 180 degrees. This fundamental property holds true for all types,0.4955,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0598,Mathematics,1,"No, not all prime numbers are even. Prime numbers greater than 2 are always odd.

To explain why:
- A prime number is de",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
mat_0599,Mathematics,0,The derivative of \(x^2\) with respect to \(x\) is given by the power rule. The power rule states that if \(f(x) = ax^n\,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
mat_0600,Mathematics,1,"Euler's number, denoted as \( e \), is an irrational number. To understand why, we need to show that there exists no fra",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
geo_0601,Geography,0,"The Amazon River originates from high-altitude areas in Peru and Bolivia in South America, flows through Ecuador, Colomb",0.4994,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0602,Geography,1,"No, Australia is not in Europe.",0.997,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0603,Geography,0,The largest hot desert in the world is the Sahara Desert located in North Africa. It covers an area of over 3.6 million ,0.5222,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0604,Geography,1,"The Nile River flows from East Africa through Kenya, Ethiopia, Sudan, and Egypt before emptying into the Mediterranean S",0.5714,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0605,Geography,0,"The Amazon River flows through Brazil and Peru, then into Brazil.",0.05,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0606,Geography,1,"No, Australia is not in Europe. Australia is a continent located in the southern hemisphere of Earth, specifically betwe",0.7822,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0607,Geography,0,"The largest hot desert is in Australia, known as the Red Bedland Deserts. It covers an area of approximately 103,920 squ",0.988,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0608,Geography,1,"The Nile River flows through several countries in Africa, including Egypt, Sudan, and Ethiopia. It begins in Lake Victor",0.8149,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0609,Geography,0,"The Amazon River is located in South America and flows approximately 6,437 kilometers (4,019 miles) from its source in P",0.1553,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0610,Geography,1,"No, Australia is not in Europe. Australia is an independent country located in Oceania, which is a region of the world t",0.1425,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
geo_0611,Geography,0,The largest hot desert in the world is the Sahara Desert in North Africa.,0.9985,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0612,Geography,1,"The Nile River flows through several countries in Africa. It originates from Lake Victoria, in East Africa, and then flo",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
geo_0613,Geography,0,The Amazon River flows from north to south through South America. It is one of the longest rivers in the world and provi,0.1594,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0614,Geography,1,"No, Australia is not in Europe. It is located in the Southern Hemisphere of the world.",0.9916,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0615,Geography,0,"The largest hot desert in the world is the Great Salt Lake Desert of North America, also known as the Great Salt Flats. ",0.3269,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0616,Geography,1,The Nile River flows from Lake Victoria in Kenya to the Mediterranean Sea through Sudan and Egypt.,0.9315,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0617,Geography,0,The Amazon River is located in South America.,0.0359,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0618,Geography,1,"No, Australia is not in Europe. It is located in Oceania, which is an island continent that includes Australia and its s",0.4179,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
geo_0619,Geography,0,"The largest hot desert in the world is the Gobi Desert, which spans across China and occupies an area of over 3 million ",0.6464,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0620,Geography,1,The Nile River flows from the highlands of northern Egypt to the west coast of Africa and into Sudan.,0.8314,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0621,Geography,0,The Amazon River flows in South America from its source in the Andes Mountains in Peru to the Atlantic Ocean at the mout,0.5,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0622,Geography,1,"Yes, Australia is located in Oceania and not Europe.",0.986,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0623,Geography,0,"The largest hot desert in the world is the Sahara Desert located in North Africa. It covers approximately 3,000,000 squa",0.2605,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0624,Geography,1,"The Nile River flows through various countries in Africa, including Egypt, Sudan, and Ethiopia. It starts in Lake Victor",0.7257,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0625,Geography,0,"The Amazon River is located in South America. It begins at the confluence of the Orinoco and Río Negro rivers, just nort",0.2765,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0626,Geography,1,"No, Australia is not in Europe.",0.997,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0627,Geography,0,"The largest hot desert is the Great Sandy Desert in the United States, which covers an area of about 360,000 square mile",0.3285,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0628,Geography,1,"The Nile River flows through several countries, including Egypt, Sudan, and Uganda.",0.14,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
geo_0629,Geography,0,The Amazon River originates in Brazil and flows through South America into the Pacific Ocean. It is one of the world's l,0.3336,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0630,Geography,1,"No, Australia is not in Europe. Australia is located in the Southern Hemisphere and is separated from Europe by the Indi",0.9897,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0631,Geography,0,"The largest hot desert in the world is the Great Sahara Desert in North Africa. It has an area of approximately 9,400,00",0.5535,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0632,Geography,1,The Nile River flows through Africa.,0.018,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
geo_0633,Geography,0,"The Amazon River flows through Brazil and touches Peru. The name ""Amazon"" comes from the Quechua language in Peru, where",0.6358,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0634,Geography,1,"No, Australia is not in Europe.",0.997,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0635,Geography,0,"The largest hot desert in the world is the Gobi Desert, located in Inner Mongolia, China. It covers an area of approxima",0.8177,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0636,Geography,1,"The Nile River flows from Lake Victoria in East Africa to the Mediterranean Sea through several different courses, inclu",0.8209,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0637,Geography,0,"The Amazon River is located in South America and flows through Brazil, Peru, Ecuador, Colombia, Venezuela, Guyana, Surin",0.3374,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0638,Geography,1,"No, Australia is not in Europe. It is located in Oceania, which is an island continent consisting of many islands and oc",0.9906,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0639,Geography,0,"The largest hot desert in the world is the Sahara Desert, which covers an area of approximately 3.7 million square kilom",0.4902,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0640,Geography,1,The Nile River flows through Egypt and Sudan.,0.909,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0641,Geography,0,"The Amazon River starts in Brazil and flows through nine countries: Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela,",0.3301,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0642,Geography,1,"No, Australia is not in Europe.",0.997,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0643,Geography,0,"The largest hot desert is the Gobi Desert in China, which covers an area of approximately 1.3 million square kilometers.",0.737,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0644,Geography,1,The Nile River flows through Egypt and Sudan.,0.909,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0645,Geography,0,"The Amazon River is located in South America, specifically between the countries of Brazil and Peru. It is the world's l",0.2356,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0646,Geography,1,"No, Australia is not in Europe.",0.997,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0647,Geography,0,"The largest hot desert in the world is the Sahara Desert, which spans over 4 million square kilometers (1.56 million squ",0.3366,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0648,Geography,1,"The Nile River flows from Lake Victoria through Uganda to Egypt, where it meets the Mediterranean Sea.",0.7483,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
geo_0649,Geography,0,"The Amazon River is located in South America, specifically in Brazil and Peru. It flows from the Andes Mountains through",0.5323,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
geo_0650,Geography,1,"No, Australia is not in Europe. It is located in Oceania, specifically within the Southern Hemisphere.",0.9707,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0651,Politics,0,"In democracies, the choice of leadership typically follows a series of steps designed to ensure that the country's peopl",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0652,Politics,1,The United Nations (UN) Security Council consists of 15 member states.,0.0857,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0653,Politics,0,Federalism is a system of government in which the national government shares power with a state government or local gove,0.3678,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0654,Politics,1,Veto power refers to the ability of a legislature to prevent or modify an action that has already been enacted by a high,0.6506,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0655,Politics,0,"Democracies choose leaders through various democratic procedures, such as voting and elections, which allow citizens to ",0.1624,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0656,Politics,1,"The United Nations Security Council (UNSC) is composed of 15 member states, each represented by a non-voting member and ",0.1252,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0657,Politics,0,Federalism refers to a system of government in which power is divided between the central government and the states or o,0.4502,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0658,Politics,1,Veto power is the ability to prevent legislation from being passed by a government or legislature. It is used when there,0.4881,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
pol_0659,Politics,0,"Democracies choose leaders through various democratic processes that include elections, referendums, and other voting me",0.2844,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0660,Politics,1,"As of my last update in October 2023, the United Nations Security Council has 15 members, with 12 permanent members and ",0.9,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0661,Politics,0,Federalism is a political system in which the government is divided into two main parts: a central government and state ,0.4134,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0662,Politics,1,Veto power is the ability of an elected official or group to prevent a bill from becoming law. It is typically exercised,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0663,Politics,0,Democracies typically elect their leaders through various democratic processes such as free and fair elections. These pr,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0664,Politics,1,"As of my last update in October 2023, the United Nations Security Council has 15 members.",0.175,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0665,Politics,0,Federalism is a system of government in which power is divided between the central government and states or regions. In ,0.3255,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0666,Politics,1,Veto power is a constitutional right that allows an elected leader or the legislature to override a previous law. This c,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0667,Politics,0,Democracies generally choose leaders through a process of voting and elections. This is done to ensure that the leadersh,0.439,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0668,Politics,1,"As of my last update in 2021, the United Nations Security Council (UNSC) has 15 permanent members: China, France, Russia",0.9,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0669,Politics,0,Federalism is a system of government in which a country is divided into regions or territories that have some autonomy o,0.5261,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
pol_0670,Politics,1,Veto power is the right of a leader or government to prevent an action from being taken or passed into law without their,0.4969,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
